"Volcano Number","Volcano Name","Country","Volcanic Region Group","Volcanic Region","Volcano Landform","Primary Volcano Type","Activity Evidence","Last Known Eruption","Latitude","Longitude","Elevation (m)","Dominant Rock Type","Tectonic Setting"
"355863","Patos, Los","Chile","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano",NA,NA,"-27.27","-69","6250",NA,"Subduction zone / Continental crust (>25 km)"
"355864","Queva, Nevado","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Unknown","Unknown",NA,NA,"-24.309000000000001","-66.731999999999999","6134",NA,"Subduction zone / Continental crust (>25 km)"
"355865","Tocomar","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Cluster","Unknown",NA,NA,"-24.2","-66.5","4950",NA,"Intraplate / Continental crust (>25 km)"
"355866","Gemelos-Saladillo","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Minor","Pyroclastic cone(s)",NA,NA,"-24.75","-66.17","0",NA,"Intraplate / Continental crust (>25 km)"
"355867","Antofalla","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"-25.55","-67.92","6409",NA,"Subduction zone / Continental crust (>25 km)"
"355868","Galan, Cerro","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Caldera","Caldera",NA,NA,"-25.93","-66.92","6000",NA,"Subduction zone / Continental crust (>25 km)"
"355869","Colorado, Cerro","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Composite","Stratovolcano",NA,NA,"-26.18","-68.37","6049",NA,"Subduction zone / Continental crust (>25 km)"
"355870","Incapillo","Argentina","South America Volcanic Regions","Central Andean Volcanic Arc","Caldera","Caldera",NA,NA,"-27.9","-68.8","5750",NA,"Subduction zone / Continental crust (>25 km)"
"356010","San Felix","Chile","Southern Pacific Volcanic Regions","San Felix Hotspot Volcano Group","Shield","Shield",NA,NA,"-26.294","-80.111999999999995","159","Trachybasalt / Tephrite Basanite","Intraplate / Oceanic crust (< 15 km)"
"356020","Robinson Crusoe","Chile","Southern Pacific Volcanic Regions","Juan Fernandez Hotspot Volcano Group","Shield","Shield(s)",NA,NA,"-33.658000000000001","-78.849999999999994","922","Basalt / Picro-Basalt","Intraplate / Oceanic crust (< 15 km)"
"356040","Seamount JF6","Chile","Southern Pacific Volcanic Regions","Juan Fernandez Hotspot Volcano Group","Minor","Lava dome?",NA,NA,"-33.427","-76.87","-642","No Data (checked)","Intraplate / Oceanic crust (< 15 km)"
"356800","Salas y Gomez","Chile","Southern Pacific Volcanic Regions","Salas y Gómez Ridge Volcano Group","Shield","Shield?",NA,NA,"-26.47","-105.47","15",NA,"Intraplate / Oceanic crust (< 15 km)"
"356801","Alexander Selkirk","Chile","Southern Pacific Volcanic Regions","Juan Fernandez Hotspot Volcano Group","Shield","Shield",NA,NA,"-33.762999999999998","-80.811000000000007","1266",NA,"Intraplate / Oceanic crust (< 15 km)"
"357067","Domuyo","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano",NA,NA,"-36.637999999999998","-70.432000000000002","4702","Dacite","Subduction zone / Continental crust (>25 km)"
"357071","Cochiquito Volcanic Group","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"-36.738999999999997","-69.834000000000003","1435","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"357081","Trolon","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Minor","Lava dome(s)",NA,NA,"-37.738","-70.906000000000006","2360","Dacite","Subduction zone / Continental crust (>25 km)"
"357092","Marinaqui, Laguna","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Minor","Pyroclastic cone(s)",NA,NA,"-38.301000000000002","-71.108000000000004","2186","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"357101","Tralihue","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano",NA,NA,"-38.509","-70.897999999999996","2448","Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental crust (>25 km)"
"357152","Pantoja, Cerro","Chile-Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano",NA,NA,"-40.768000000000001","-71.942999999999998","1897","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"357800","Tupungato","Chile-Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano",NA,NA,"-33.359000000000002","-69.77","6570",NA,"Subduction zone / Continental crust (>25 km)"
"357801","Piuquenes, Nevado de los","Chile-Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano",NA,NA,"-33.520000000000003","-69.83","6019",NA,"Subduction zone / Continental crust (>25 km)"
"357802","Northern Mendoza Volcanic Field","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Cluster","Volcanic field",NA,NA,"-34.67","-69","0",NA,"Intraplate / Continental crust (>25 km)"
"357803","Llancanelo Volcanic Field","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Cluster","Pyroclastic cone(s)",NA,NA,"-35.75","-69.25","1876",NA,"Subduction zone / Continental crust (>25 km)"
"357804","Puelche Volcanic Field","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Cluster","Volcanic field",NA,NA,"-35.78","-70.48","3140",NA,"Subduction zone / Continental crust (>25 km)"
"357805","Sordo Lucas","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano",NA,NA,"-34.987000000000002","-70.456000000000003","3349",NA,"Subduction zone / Continental crust (>25 km)"
"357806","Nevado, Cerro","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Cluster","Volcanic field",NA,NA,"-35.58","-68.489000000000004","3791",NA,"Intraplate / Continental crust (>25 km)"
"357807","Auca Mahuida Volcanic Field","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Cluster","Volcanic field",NA,NA,"-37.738","-68.924000000000007","2243",NA,"Intraplate / Continental crust (>25 km)"
"357808","Nevada, Sierra","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano",NA,NA,"-38.58","-71.58","2554",NA,"Subduction zone / Continental crust (>25 km)"
"357809","Pino Hachado","Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Caldera","Caldera",NA,NA,"-38.679000000000002","-70.813999999999993","2017",NA,"Intraplate / Continental crust (>25 km)"
"357810","Trautrén, Cerro","Chile-Argentina","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"-39.17","-71.400000000000006","1846",NA,"Subduction zone / Continental crust (>25 km)"
"357812","Maichín, Cerro","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano",NA,NA,"-39.35","-71.55","0",NA,"Subduction zone / Continental crust (>25 km)"
"357813","Quinchilca","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"-39.68","-72.007999999999996","1632",NA,"Subduction zone / Continental crust (>25 km)"
"358021","Cuernos del Diablo","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Composite","Stratovolcano",NA,NA,"-41.363","-72.004999999999995","1846","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"358058","Rio Murta","Chile","South America Volcanic Regions","Southern Andean Volcanic Arc","Minor","Pyroclastic cone(s)",NA,NA,"-46.17","-72.707999999999998","681","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"360800","Vigie, Morne la","Haiti","Middle America-Caribbean Volcanic Regions","Greater Antilles Volcanic Arc","Minor","Pyroclastic cone",NA,NA,"18.78","-72.28","831",NA,"Subduction zone / Continental crust (>25 km)"
"360801","Thomazeau","Haiti","Middle America-Caribbean Volcanic Regions","Greater Antilles Volcanic Arc","Minor","Pyroclastic cone(s)",NA,NA,"18.68","-72.08","0",NA,"Subduction zone / Continental crust (>25 km)"
"360802","San Juan","Dominican Republic","Middle America-Caribbean Volcanic Regions","Greater Antilles Volcanic Arc","Minor","Pyroclastic cone(s)",NA,NA,"18.87","-71.33","0",NA,"Subduction zone / Continental crust (>25 km)"
"360803","Dos Hermanos","Dominican Republic","Middle America-Caribbean Volcanic Regions","Greater Antilles Volcanic Arc","Cluster","Volcanic field",NA,NA,"18.75","-70.92","0",NA,"Subduction zone / Continental crust (>25 km)"
"360804","Valle Nuevo","Dominican Republic","Middle America-Caribbean Volcanic Regions","Greater Antilles Volcanic Arc","Cluster","Volcanic field",NA,NA,"18.829999999999998","-70.67","0",NA,"Subduction zone / Continental crust (>25 km)"
"360805","South East Range","Saint Kitts and Nevis","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Composite","Stratovolcano",NA,NA,"17.329999999999998","-62.77","900",NA,"Subduction zone / Oceanic crust (< 15 km)"
"360806","Northern Centres","Netherlands","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"17.507999999999999","-62.991999999999997","0",NA,"Subduction zone / Oceanic crust (< 15 km)"
"360807","Silver Hills","United Kingdom","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Minor","Lava dome(s)",NA,NA,"16.809999999999999","-62.194000000000003","403",NA,"Subduction zone / Oceanic crust (< 15 km)"
"360808","Centre Hills","United Kingdom","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Minor","Lava dome(s)",NA,NA,"16.759","-62.195999999999998","741",NA,"Subduction zone / Oceanic crust (< 15 km)"
"360809","Septentrional Chain","France","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Minor","Lava dome(s)",NA,NA,"16.23","-61.72","744",NA,"Subduction zone / Oceanic crust (< 15 km)"
"360810","Axial Chain","France","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"16.12","-61.7","1354",NA,"Subduction zone / Oceanic crust (< 15 km)"
"360811","Bouillante Chain","France","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Minor","Maar(s)",NA,NA,"16.12","-61.75","420",NA,"Subduction zone / Oceanic crust (< 15 km)"
"360812","Caraïbes, Monts","France","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Composite","Stratovolcano",NA,NA,"15.97","-61.68","687",NA,"Subduction zone / Oceanic crust (< 15 km)"
"360813","Terre de Bas","France","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"15.87","-61.63","274",NA,"Subduction zone / Oceanic crust (< 15 km)"
"360814","Foundland","Dominica","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Composite","Stratovolcano",NA,NA,"15.27","-61.28","960",NA,"Subduction zone / Oceanic crust (< 15 km)"
"360815","Carbets, Pitons de","France","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Composite","Stratovolcano",NA,NA,"14.7","-61.12","1196",NA,"Subduction zone / Oceanic crust (< 15 km)"
"360816","Trois Ilets Peninsula Group","France","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Cluster","Volcanic field",NA,NA,"14.4642","-61.055199999999999","463",NA,"Subduction zone / Oceanic crust (< 15 km)"
"360817","Garu, Morne","Saint Vincent and the Grenadines","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Composite","Stratovolcano",NA,NA,"13.292","-61.2","1074",NA,"Subduction zone / Continental crust (>25 km)"
"360818","Grand Bonhomme","Saint Vincent and the Grenadines","Middle America-Caribbean Volcanic Regions","Lesser Antilles Volcanic Arc","Composite","Stratovolcano",NA,NA,"13.22","-61.207999999999998","1021",NA,"Subduction zone / Continental crust (>25 km)"
"371801","Grensdalur","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"64.02","-21.17","497",NA,"Rift zone / Oceanic crust (< 15 km)"
"371802","Lyngdalsheidi","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Shield","Shield",NA,NA,"64.150000000000006","-20.9","404",NA,"Rift zone / Oceanic crust (< 15 km)"
"371803","Geysir","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Stratovolcano",NA,NA,"64.319999999999993","-20.3","700",NA,"Rift zone / Oceanic crust (< 15 km)"
"371804","Hlodufell","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Tuya",NA,NA,"64.930000000000007","-20.53","1188",NA,"Rift zone / Oceanic crust (< 15 km)"
"371805","Thorisjokull","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Shield","Shield",NA,NA,"64.53","-20.7","1350",NA,"Rift zone / Oceanic crust (< 15 km)"
"371806","Ok","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Shield","Shield",NA,NA,"64.62","-20.88","1141",NA,"Rift zone / Oceanic crust (< 15 km)"
"371807","Eríksjokull","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Tuya",NA,NA,"64.77","-20.399999999999999","1675",NA,"Rift zone / Oceanic crust (< 15 km)"
"371808","Hrutfell","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Tuya",NA,NA,"64.73","-19.72","1396",NA,"Rift zone / Oceanic crust (< 15 km)"
"371809","Blafell","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Tuya",NA,NA,"64.492000000000004","-19.87","1204",NA,"Rift zone / Oceanic crust (< 15 km)"
"371810","Hreppar","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Cluster","Fissure vent(s)",NA,NA,"64.42","-19.5","0",NA,"Rift zone / Oceanic crust (< 15 km)"
"372800","Strutur","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Tuya",NA,NA,"63.838999999999999","-18.931999999999999","956",NA,"Rift zone / Oceanic crust (< 15 km)"
"373800","Tungnaarfjoll","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Cluster","Fissure vent(s)",NA,NA,"64.164000000000001","-18.495999999999999","983",NA,"Rift zone / Oceanic crust (< 15 km)"
"373801","Kistufell","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Tuya",NA,NA,"64.781000000000006","-17.21","1436",NA,"Rift zone / Oceanic crust (< 15 km)"
"373802","Valdalda","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Shield","Shield",NA,NA,"64.97","-16.48","941",NA,"Rift zone / Oceanic crust (< 15 km)"
"373803","Herdubreid","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Tuya",NA,NA,"65.180000000000007","-16.350000000000001","1682",NA,"Rift zone / Oceanic crust (< 15 km)"
"373804","Sellandafjall","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Tuya",NA,NA,"65.42","-17.03","988",NA,"Rift zone / Oceanic crust (< 15 km)"
"373805","Blafjall","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Tuya",NA,NA,"65.430000000000007","-16.850000000000001","1222",NA,"Rift zone / Oceanic crust (< 15 km)"
"373806","Burfell","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Tuya",NA,NA,"65.55","-16.649999999999999","953",NA,"Rift zone / Oceanic crust (< 15 km)"
"373807","Fjallgardar Ridge","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Cluster","Fissure vent(s)",NA,NA,"65.5","-15.67","1035",NA,"Rift zone / Oceanic crust (< 15 km)"
"373808","Gaesafjoll","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Composite","Tuya",NA,NA,"65.775000000000006","-16.88","882",NA,"Rift zone / Oceanic crust (< 15 km)"
"373809","Lambafjoll","Iceland","Atlantic Ocean Volcanic Regions","Iceland Neovolcanic Rift Volcanic Province","Cluster","Fissure vent(s)",NA,NA,"65.867000000000004","-17.132999999999999","840",NA,"Rift zone / Oceanic crust (< 15 km)"
"377800","Sigurd","Norway","Atlantic Ocean Volcanic Regions","Arctic Ridge Volcanic Province","Minor","Explosion crater",NA,NA,"79.17","13.5","1100",NA,"Intraplate / Continental crust (>25 km)"
"377801","Halvdan","Norway","Atlantic Ocean Volcanic Regions","Arctic Ridge Volcanic Province","Minor","Explosion crater",NA,NA,"79.33","13.5","834",NA,"Intraplate / Continental crust (>25 km)"
"377802","Sverrefjell","Norway","Atlantic Ocean Volcanic Regions","Arctic Ridge Volcanic Province","Minor","Pyroclastic cone",NA,NA,"79.430000000000007","13.3","506",NA,"Intraplate / Continental crust (>25 km)"
"382002","Corvo","Portugal","European Volcanic Regions","Western European Volcanic Province","Composite","Stratovolcano",NA,NA,"39.698999999999998","-31.111000000000001","718","Basalt / Picro-Basalt","Intraplate / Oceanic crust (< 15 km)"
"384030","Sao Vicente","Cabo Verde","Northern Africa Volcanic Regions","Cape Verde Hotspot Volcano Group","Composite","Stratovolcano",NA,NA,"16.850000000000001","-24.97","725","Basalt / Picro-Basalt","Intraplate / Intermediate crust (15-25 km)"
"384800","Santo Antao","Cabo Verde","Northern Africa Volcanic Regions","Cape Verde Hotspot Volcano Group","Composite","Stratovolcano",NA,NA,"17.07","-25.17","1979",NA,"Intraplate / Intermediate crust (15-25 km)"
"384801","Sao Nicolau","Cabo Verde","Northern Africa Volcanic Regions","Cape Verde Hotspot Volcano Group","Composite","Stratovolcano",NA,NA,"16.62","-24.35","1270",NA,"Intraplate / Intermediate crust (15-25 km)"
"385051","Trindade","Brazil","Atlantic Ocean Volcanic Regions","Trindade Hotspot Volcano Group","Composite","Stratovolcano",NA,NA,"-20.513999999999999","-29.331","600","Foidite","Intraplate / Oceanic crust (< 15 km)"
